sample_idx,question,answer,contexts,faithfulness,answer_relevancy,context_relevancy
114,Who owns so you think you can dance?,"""So You Think You Can Dance,"" is an American reality dance competition show, created by Simon Fuller and Nigel Lythgoe. The show is owed and broadcasted by Fox, and it's produced by 19 Entertainment and Dick Clark Productions. Broadcast markets in other nations, began airing their version of the show in August 2005. Dozens of localized adaptations of the show have been produced since. Currently airing in 41 countries. ","['- (So You Think You Can Dance (American TV series)) ""So You Think You Can Dance,"" is an American reality dance competition show, created by Simon Fuller and Nigel Lythgoe. The show is owed and broadcasted by Fox, and it\'s produced by 19 Entertainment and Dick Clark Productions. Broadcast markets in other nations, began airing their version of the show in August 2005. Dozens of localized adaptations of the show have been produced since. Currently airing in 41 countries.\r\n- (QA_1) Who created So You Think You Can Dance? Simon Fuller and Nigel Lythgoe.\r\n- (QA_2) What companies produce So You Think You Can Dance? 19 Entertainment and Dick Clark Productions.\r\n- (QA_3) What Network airs So You Think You Can Dance? Fox.']",1.0,0.597884437780408,0.09090909090909091
115,Who wrote all i really want to do?,"""All I Really Want to Do"" is a song written by Bob Dylan in 1964, and was covered by a couple of popular artists. Within a year of its release on ""Another Side of Bob Dylan"", it had also become one of Dylan's most familiar songs to pop and rock audiences, due to hit cover versions by Cher and the Byrds, both in 1965.","['- (All I Really Want to Do) ""All I Really Want to Do"" is a song written by Bob Dylan in 1964, and was covered by a couple of popular artists. Within a year of its release on ""Another Side of Bob Dylan"", it had also become one of Dylan\'s most familiar songs to pop and rock audiences, due to hit cover versions by Cher and the Byrds, both in 1965.\r\n- (QA_1) Who wrote the original version of all i really want to do in 1964? Bob Dylan, Dylan.\r\n- (QA_2) Who wrote the Cher version of all i really want to do released in 1965? Bob Dylan, Dylan.\r\n- (QA_3) Who wrote the  Byrds version of all i really want to do released in 1965? Bob Dylan, Dylan.']",1.0,0.8823296162367379,0.125
116,Who started singing take me out to the ballgame?,"""Take Me Out to the Ball Game"" is a 1908 Tin Pan Alley song by Jack Norworth and Albert Von Tilzer, and is considered to be the official anthem of North American baseball. The song was first sung by Norworth's then-wife Nora Bayes and popularized by many other vaudeville acts. However, the first recorded version was by Edward Meeker.","['- (Take Me Out to the Ball Game) ""Take Me Out to the Ball Game"" is a 1908 Tin Pan Alley song by Jack Norworth and Albert Von Tilzer, and is considered to be the official anthem of North American baseball. The song was first sung by Norworth\'s then-wife Nora Bayes and popularized by many other vaudeville acts. However, the first recorded version was by Edward Meeker.\r\n- (QA_1) Who was the first person to sing take me out to the ballgame? Nora Bayes.\r\n- (QA_2) Who was the first person to record take me out to the ballgame? Edward Meeker.']",1.0,0.8916879265790055,0.14285714285714285
117,How many always sunny in philadelphia seasons are there?,"It's Always Sunny in Philadelphia is an American sitcom that premiered on FX on August 4, 2005, and moved to FXX beginning with the ninth season in 2013. On March 28, 2013, FX renewed the show for season 10, which wouldn't air until 2015. Season 11 premiered on FXX on January 6, 2016, and season 12 premiered on January 4, 2017.","[""- (It's Always Sunny in Philadelphia) It's Always Sunny in Philadelphia is an American sitcom that premiered on FX on August 4, 2005, and moved to FXX beginning with the ninth season in 2013. On March 28, 2013, FX renewed the show for season 10, which wouldn't air until 2015. Season 11 premiered on FXX on January 6, 2016, and season 12 premiered on January 4, 2017.\r\n- (QA_1) How many always sunny in philadelphia seasons are there as of 2017? 12.\r\n- (QA_2) How many always sunny in philadelphia seasons are there as of 2016? 11.\r\n- (QA_3) How many always sunny in philadelphia seasons are there as of 2015? 10.""]",1.0,0.5914077590100981,0.6666666666666666
118,Who voiced beast in new beauty and the beast?,"Beauty and the Beast is a 1991 American animated musical romantic fantasy film produced by Walt Disney Feature Animation. The 1991 animated film was adapted into a Broadway musical in 1994, with the role of Beast being originated by American actor Terrence Vaughan Mann. However, Daniel Jonathan Stevens portrays a live-action version of the character in the 2017 live-action adaptation of the original 1991 film.  Beauty and the Beast is a 2017 American musical romantic fantasy film, based on the original Beauty and the Beast from 1991. Beast, a cold-hearted, selfish, unkind prince who is transformed into a beast, is voiced by  Daniel Jonathan Stevens in the newer film. The 1991 animated film was adapted into a Broadway musical in 1994, with the role being originated by American actor Terrence Mann. ","['- (QA_1) Who voiced beast in new beauty and the beast broadway? Terrence Vaughan Mann, Terrence Mann.\r\n- (QA_2) Who voiced beast in new beauty and the beast live action movie? Daniel Jonathan Stevens, Dan Stevens.']",0.3333333333333333,0.8658659497023148,0.5
119,Who won the new york times vs. united states case?,"New York Times Co. v. United States, was a landmark decision of the US Supreme Court on the First Amendment. The 1971 ruling made it possible for The New York Times and The Washington Post newspapers to publish the then-classified Pentagon Papers without risk of government censorship or punishment. As a result, the ruling ended in favor of the company and daily newspaper The New York Times.","['- (New York Times Co. v. United States) New York Times Co. v. United States, was a landmark decision of the US Supreme Court on the First Amendment. The 1971 ruling made it possible for The New York Times and The Washington Post newspapers to publish the then-classified Pentagon Papers without risk of government censorship or punishment. As a result, the ruling ended in favor of the company and daily newspaper The New York Times.\r\n- (QA_1) Which company won the new york times vs. united states case? New York Times Co..\r\n- (QA_2) Which newspaper won the new york times vs. united states case? The New York Times.']",1.0,0.7656225586408864,0.42857142857142855
120,What type of music does bob marley sing?,"Robert Nesta Marley, commonly known as Bob Marley, was a Jamaican singer, songwriter, and musician. Considered one of the pioneers of reggae, his musical career was marked by fusing elements of reggae, ska, and rocksteady, as well as his distinctive vocal and songwriting style. Bob Marley and the Wailers were a Jamaican reggae band led by Bob Marley. The band continued to use elements of reggae, ska, rocksteady, and even R&B throughout its existence.","['- (Bob Marley) Robert Nesta Marley, commonly known as Bob Marley, was a Jamaican singer, songwriter, and musician. Considered one of the pioneers of reggae, his musical career was marked by fusing elements of reggae, ska, and rocksteady, as well as his distinctive vocal and songwriting style. Bob Marley and the Wailers were a Jamaican reggae band led by Bob Marley. The band continued to use elements of reggae, ska, rocksteady, and even R&B throughout its existence.\r\n- (QA_1) What type of music does bob marley sing individually? rocksteady, ska, reggae, reggae, ska, and rocksteady, folk.\r\n- (QA_2) What type of music does bob marley and the wailers sing? rocksteady, ska, reggae, R&B.']",1.0,0.7383205160294232,0.625
121,How long is the movie jumanji part 2?,"Jumanji: Welcome to the Jungle is a 2017 American fantasy adventure comedy film with a runtime of 119 minutes. Jumanji: The Next Level, the sequel to the 2017 film, has a runtime of 123 minutes.","['- (Jumanji: The Next Level) Jumanji: Welcome to the Jungle is a 2017 American fantasy adventure comedy film with a runtime of 119 minutes. Jumanji: The Next Level, the sequel to the 2017 film, has a runtime of 123 minutes.\r\n- (QA_1) How long is the movie Jumanji: Welcome to the Jungle? 119 minutes.\r\n- (QA_2) How long is the movie Jumanji: The Next Level? 123 minutes.']",1.0,0.744897911768358,0.16666666666666666
122,Who is the first person to go to the moon?,"The Apollo 11 mission in 1969 was the spaceflight that first landed humans on the Moon, conducted by astronauts Neil Armstrong, Buzz Aldrin, and Michael Collins. The first people to land on the moon were Armstrong and Aldrin in the Lunar Module, with the first person to walk on the moon being Neil Armstrong.","['- (Apollo 11) The Apollo 11 mission in 1969 was the spaceflight that first landed humans on the Moon, conducted by astronauts Neil Armstrong, Buzz Aldrin, and Michael Collins. The first people to land on the moon were Armstrong and Aldrin in the Lunar Module, with the first person to walk on the moon being Neil Armstrong.\r\n- (QA_1) Who were the first people to land on the moon? Armstrong and Aldrin.\r\n- (QA_2) Who was the first person to walk on the moon? Neil Armstrong, Neil Alden Armstrong.']",1.0,0.44235208590403774,0.16666666666666666
123,Where does the civil liberties act place the blame for the internment of u.s. citizens?,"The Civil Liberties Act of 1988 is a United States federal law that granted reparations to Japanese Americans who had been interned by the United States government during World War II. In the act, the blame for the internment of U.S. citizens was placed on the people of the United States, by apologizing on behalf of them. Furthermore, the blame for the internment was placed on the United States government, by making them pay reparations.","['- (Civil Liberties Act of 1988) The Civil Liberties Act of 1988 is a United States federal law that granted reparations to Japanese Americans who had been interned by the United States government during World War II. In the act, the blame for the internment of U. S. citizens was placed on the people of the United States, by apologizing on behalf of them. Furthermore, the blame for the internment was placed on the United States government, by making them pay reparations.\r\n- (QA_1) Where does the civil liberties act place the blame for the internment of u.s. citizens by apologizing on behalf of them? the people of the United States.\r\n- (QA_2) Where does the civil liberties act place the blame for the internment of u.s. citizens by making them pay reparations? United States government.']",1.0,0.5618767305229825,0.2857142857142857
124,Who played michael jordan in the michael jordan movie?,"Michael Jordan: An American Hero is an American television film that aired on Fox Family Channel on April 18, 1999. It stars multiple actors as Michael Jordan throughout different parts of his life. At age 6, Jordan is played by then child actor Dari Gerard. At age 12,  he is played by Cordereau Dye. The teenage Jordan is played by television actor and singer Thomas Hobson. Lastly, adult Jordan is played by American former character actor Michael Jace.","['- (Michael Jordan: An American Hero) Michael Jordan: An American Hero is an American television film that aired on Fox Family Channel on April 18, 1999. It stars multiple actors as Michael Jordan throughout different parts of his life. At age 6, Jordan is played by then child actor Dari Gerard. At age 12,  he is played by Cordereau Dye. The teenage Jordan is played by television actor and singer Thomas Hobson. Lastly, adult Jordan is played by American former character actor Michael Jace.\r\n- (QA_1) Who plays Michael Jordan at age 6 in the michael jordan movie? Dari Gerard.\r\n- (QA_2) Who plays michael Jordan at age 12 in the Michael Jordan movie? Cordereau Dye.\r\n- (QA_3) Who plays Michael Jordan as a teenager in the Michael Jordan movie? Thomas Hobson.']",1.0,0.7962166838724928,0.4166666666666667
125,Who gets paid the most in professional sports?,"The highest-paid athlete in sports has changed somewhat throughout the years, depending on the sport in question. In modern times, the athlete that gets paid the most is American former professional basketball player and businessman Michael Jordan, who by 2014 became the first billionaire player in NBA history with a net worth of $1.6 billion. Gaius Appuleius Diocles was a Roman charioteer who became one of the most celebrated athletes in ancient history, and is often cited as the highest-paid athlete of all time, whos worth was between approximately $60 million and $160 million in equivalent basic goods purchasing power. In 2015, the highest-paid athlete in professional sports was American professional boxing promoter and former professional boxer Floyd Mayweather Jr., who by 2018 had earnings amounting to $275 million. However, in 2016 and 2017, the highest-paid athlete in professional sports was Portuguese professional footballer Cristiano Ronaldo dos Santos Aveiro, who became the first footballer and the third sportsman to earn $1 billion in their career.","['- (Cristiano Ronaldo) The highest-paid athlete in sports has changed somewhat throughout the years, depending on the sport in question. In modern times, the athlete that gets paid the most is American former professional basketball player and businessman Michael Jordan, who by 2014 became the first billionaire player in NBA history with a net worth of $1. 6 billion. Gaius Appuleius Diocles was a Roman charioteer who became one of the most celebrated athletes in ancient history, and is often cited as the highest-paid athlete of all time, whos worth was between approximately $60 million and $160 million in equivalent basic goods purchasing power. In 2015, the highest-paid athlete in professional sports was American professional boxing promoter and former professional boxer Floyd Mayweather Jr. , who by 2018 had earnings amounting to $275 million. However, in 2016 and 2017, the highest-paid athlete in professional sports was Portuguese professional footballer Cristiano Ronaldo dos Santos Aveiro, who became the first footballer and the third sportsman to earn $1 billion in their career.\r\n- (Gaius Appuleius Diocles) The highest-paid athlete in sports has changed somewhat throughout the years, depending on the sport in question. In modern times, the athlete that gets paid the most is American former professional basketball player and businessman Michael Jordan, who by 2014 became the first billionaire player in NBA history with a net worth of $1. 6 billion. Gaius Appuleius Diocles was a Roman charioteer who became one of the most celebrated athletes in ancient history, and is often cited as the highest-paid athlete of all time, whos worth was between approximately $60 million and $160 million in equivalent basic goods purchasing power. In 2015, the highest-paid athlete in professional sports was American professional boxing promoter and former professional boxer Floyd Mayweather Jr. , who by 2018 had earnings amounting to $275 million. However, in 2016 and 2017, the highest-paid athlete in professional sports was Portuguese professional footballer Cristiano Ronaldo dos Santos Aveiro, who became the first footballer and the third sportsman to earn $1 billion in their career.\r\n- (Michael Jordan) The highest-paid athlete in sports has changed somewhat throughout the years, depending on the sport in question. In modern times, the athlete that gets paid the most is American former professional basketball player and businessman Michael Jordan, who by 2014 became the first billionaire player in NBA history with a net worth of $1. 6 billion. Gaius Appuleius Diocles was a Roman charioteer who became one of the most celebrated athletes in ancient history, and is often cited as the highest-paid athlete of all time, whos worth was between approximately $60 million and $160 million in equivalent basic goods purchasing power. In 2015, the highest-paid athlete in professional sports was American professional boxing promoter and former professional boxer Floyd Mayweather Jr. , who by 2018 had earnings amounting to $275 million. However, in 2016 and 2017, the highest-paid athlete in professional sports was Portuguese professional footballer Cristiano Ronaldo dos Santos Aveiro, who became the first footballer and the third sportsman to earn $1 billion in their career.\r\n- (QA_1) Who gets paid the most in professional sports in modern times? Michael Jordan, MJ, Michael Jeffrey Jordan.\r\n- (QA_2) Who gets paid the most in professional sports in all time? Gaius Appuleius Diocles.\r\n- (QA_3) Who gets paid the most in professional sports in 2017? Cristiano Ronaldo dos Santos Aveiro, Cristiano Ronaldo dos Santos Aveiro GOIH ComM, Cristiano Ronaldo.']",1.0,0.0,0.2222222222222222
126,What countries did the western front run through?,"The Western Front was the main theatre of war during the World War I. Following the outbreak of war in August 1914, the Western Front ran through Belgium, Alsace-Lorraine in north-eastern France, Luxembourg, and western Germany. However, this front changed dramatically in the following World War. During World War II, the Western Front was a military theatre encompassing Denmark, Norway, Luxembourg, Belgium, the Netherlands, the United Kingdom, France, Italy, and Germany.","['- (Western Front (World War I)) The Western Front was the main theatre of war during the World War I. Following the outbreak of war in August 1914, the Western Front ran through Belgium, Alsace-Lorraine in north-eastern France, Luxembourg, and western Germany. However, this front changed dramatically in the following World War. During World War II, the Western Front was a military theatre encompassing Denmark, Norway, Luxembourg, Belgium, the Netherlands, the United Kingdom, France, Italy, and Germany.\r\n- (QA_1) What countries did the western front run through in World War I? Belgium, north-eastern France, Alsace-Lorraine, Luxembourg, and western Germany.\r\n- (QA_2) What countries did the western front run through in World War II? Denmark, Norway, Luxembourg, Belgium, the Netherlands, the United Kingdom, France, Italy, and Germany.']",1.0,0.45532521797194536,0.2857142857142857
127,Who starred in barefoot in the park on broadway?,"Barefoot in the Park is a romantic comedy play by Neil Simon. The play premiered on Broadway in 1963, starring Robert Redford as Paul Bratter and Elizabeth Ashley as Corie Bratter. The cast also included Mildred Natwick as Mrs. Banks, Kurt Kasznar as Victor Velasco, Herbert Edelman as Telephone Man, and Joseph Keating as Delivery Man.","['- (Barefoot in the Park) Barefoot in the Park is a romantic comedy play by Neil Simon. The play premiered on Broadway in 1963, starring Robert Redford as Paul Bratter and Elizabeth Ashley as Corie Bratter. The cast also included Mildred Natwick as Mrs. Banks, Kurt Kasznar as Victor Velasco, Herbert Edelman as Telephone Man, and Joseph Keating as Delivery Man.\r\n- (QA_1) Who starred in barefoot in the park on broadway as Corie Bratter? Elizabeth Ashley.\r\n- (QA_2) Who starred in barefoot in the park on broadway as Victor Velasco? Kurt Kasznar.\r\n- (QA_3) Who starred in barefoot in the park on broadway as Mrs. Banks? Mildred Natwick.']",1.0,0.7633886617064501,0.1111111111111111
128,Who is the best nba scorer of all time?,"At the time of his retirement at age 42 in 1989, Kareem Abdul-Jabbar was the NBA's all-time leader in points scored, with the total number of points being 38,387. Regarding field goal percentages, the NBA career record for highest lifetime field goal percentage is held by DeAndre Jordan at 0.669.",['- (QA_1) Which NBA player has scored the highest number of total points? Kareem Abdul-Jabbar.\r\n- (QA_2) Which NBA player has the highest lifetime field goal percentage? DeAndre Jordan.'],0.4,0.6350627069179738,0.5
129,Who wrote the national anthem for the united states of america?,"""The Star-Spangled Banner"" is the national anthem of the United States. The lyrics come from the ""Defence of Fort M'Henry"", a poem written on September 14, 1814, by 35-year-old lawyer and amateur poet Francis Scott Key after witnessing the bombardment of Fort McHenry by British ships of the Royal Navy in Baltimore Harbor during the Battle of Baltimore in the War of 1812. The poem was set to the tune of a popular British song written by John Stafford Smith for the Anacreontic Society, a men's social club in London. ""To Anacreon in Heaven"" (or ""The Anacreontic Song""), with various lyrics, was already popular in the United States. This setting, renamed ""The Star-Spangled Banner"", soon became a well-known U.S. patriotic song.","['- (The Star-Spangled Banner) ""The Star-Spangled Banner"" is the national anthem of the United States. The lyrics come from the ""Defence of Fort M\'Henry"", a poem written on September 14, 1814, by 35-year-old lawyer and amateur poet Francis Scott Key after witnessing the bombardment of Fort McHenry by British ships of the Royal Navy in Baltimore Harbor during the Battle of Baltimore in the War of 1812. The poem was set to the tune of a popular British song written by John Stafford Smith for the Anacreontic Society, a men\'s social club in London. ""To Anacreon in Heaven"" (or ""The Anacreontic Song""), with various lyrics, was already popular in the United States. This setting, renamed ""The Star-Spangled Banner"", soon became a well-known U. S. patriotic song.\r\n- (QA_1) Who wrote the lyrics for the national anthem for the united states of america? Key, Francis Scott Key.\r\n- (QA_2) Who wrote the music used in the national anthem for the united states of america? John Stafford Smith, Smith.']",1.0,0.8356075103035389,0.1111111111111111
130,When did god get added to the pledge of allegiance?,"The Pledge of Allegiance of the United States is an expression of allegiance to the flag of the United States and the republic of the United States of America. On February 7, 1954, with President Eisenhower sitting in Lincoln's pew, the church's pastor, George MacPherson Docherty, delivered a sermon based on the Gettysburg Address entitled ""A New Birth of Freedom."" He noted that the Pledge's sentiments could be those of any nation: ""There was something missing in the pledge, and that which was missing was the characteristic and definitive factor in the American way of life."" He cited Lincoln's words ""under God"" as defining words that set the US apart from other nations. Finally, on Flag Day, June 14, 1954, Congressman Louis C. Rabaut pushed for House Resolution 243, which signed the phrase ""under God"" into law .","['- (Pledge of Allegiance) The Pledge of Allegiance of the United States is an expression of allegiance to the flag of the United States and the republic of the United States of America. On February 7, 1954, with President Eisenhower sitting in Lincoln\'s pew, the church\'s pastor, George MacPherson Docherty, delivered a sermon based on the Gettysburg Address entitled ""A New Birth of Freedom. "" He noted that the Pledge\'s sentiments could be those of any nation: ""There was something missing in the pledge, and that which was missing was the characteristic and definitive factor in the American way of life. "" He cited Lincoln\'s words ""under God"" as defining words that set the US apart from other nations. Finally, on Flag Day, June 14, 1954, Congressman Louis C. Rabaut pushed for House Resolution 243, which signed the phrase ""under God"" into law.\r\n- (QA_1) When did under god officially get added to the pledge of allegiance? June 14, 1954, Flag Day in 1954.\r\n- (QA_2) When did under god get unofficially added to the pledge of allegiance during a sermon by Pastor Docherty? February 7, 1954.']",1.0,0.8248754167293358,0.2857142857142857
131,Who scored hattrick in fifa world cup final?,"A hat-trick occurs when a player scores three or more goals in a single match and it is considered an achievement, especially while playing at the largest international football tournament in the world. Many players have scored a hat trick in their career, with a couple being Ademir and Geoff Hurst. Ademir played in the 1945, 1946, 1949, and 1953 editions of the tournament, scoring 13 goals in 18 appearances in the competition, including a tournament-winning hat-trick in the final play-off against Paraguay in 1949. Hurst became the first player to score a hat trick in a World Cup final – a feat since matched by only one other player, male or female: Carli Lloyd, who did so for the United States against Japan in the 2015 FIFA Women's World Cup Final in Vancouver.","[""- (List of FIFA World Cup hat-tricks) A hat-trick occurs when a player scores three or more goals in a single match and it is considered an achievement, especially while playing at the largest international football tournament in the world. Many players have scored a hat trick in their career, with a couple being Ademir and Geoff Hurst. Ademir played in the 1945, 1946, 1949, and 1953 editions of the tournament, scoring 13 goals in 18 appearances in the competition, including a tournament-winning hat-trick in the final play-off against Paraguay in 1949. Hurst became the first player to score a hat trick in a World Cup final – a feat since matched by only one other player, male or female: Carli Lloyd, who did so for the United States against Japan in the 2015 FIFA Women's World Cup Final in Vancouver.\r\n- (QA_1) Who scored a hat trick in a FIFA men's world cup final? Ademir and Geoff Hurst.\r\n- (QA_2) Who scored a hat trick in a FIFA women's world cup final? Carli Lloyd.""]",1.0,0.544351409378044,0.125
132,Do nz citizens need a visa for hong kong?,"Visa requirements for New Zealand citizens are administrative entry restrictions by the authorities of other states placed on citizens of New Zealand. As of 13 April 2021, New Zealand citizens had visa-free or visa on arrival access to 187 countries and territories, including the city of Hong Kong. Likewise, holders of an APEC Business Travel Card (ABTC) travelling on business do not require a visa when visiting Hong Kong.","['- (Visa requirements for New Zealand citizens) Visa requirements for New Zealand citizens are administrative entry restrictions by the authorities of other states placed on citizens of New Zealand. As of 13 April 2021, New Zealand citizens had visa-free or visa on arrival access to 187 countries and territories, including the city of Hong Kong. Likewise, holders of an APEC Business Travel Card (ABTC) travelling on business do not require a visa when visiting Hong Kong.\r\n- (QA_1) Do nz citizens need a visa for visiting hong kong for less than 90 days? Visa not required.\r\n- (QA_2) Do nz citizens need a visa for hong kong if they hold an APEC Business Travel Card (ABTC)? do not require a visa.']",1.0,0.8464583929071545,0.42857142857142855
133,When was the adventures of tom sawyer published?,"The Adventures of Tom Sawyer is an 1876 novel by Mark Twain about a boy growing up along the Mississippi River. In November 1875 Twain gave the manuscript to Elisha Bliss of the American Publishing Company, who sent it to True Williams for the illustrations. A little later, Twain had the text also quickly published at Chatto and Windus of London, in June 1876, but without illustration. Pirate editions appeared very quickly in Canada and Germany. The American Publishing Company finally published its edition in December 1876, which was the first illustrated edition of Tom Sawyer.","['- (The Adventures of Tom Sawyer) The Adventures of Tom Sawyer is an 1876 novel by Mark Twain about a boy growing up along the Mississippi River. In November 1875 Twain gave the manuscript to Elisha Bliss of the American Publishing Company, who sent it to True Williams for the illustrations. A little later, Twain had the text also quickly published at Chatto and Windus of London, in June 1876, but without illustration. Pirate editions appeared very quickly in Canada and Germany. The American Publishing Company finally published its edition in December 1876, which was the first illustrated edition of Tom Sawyer.\r\n- (QA_1) When was the the original Chatto and Windus unillustrated version of The Adventure of Tom Sawyer published? June 1876.\r\n- (QA_2) When was the authoritative American Publishing Company version of The Adventures of Tom Sawyer published? December 1876.']",1.0,0.8147411916204312,0.3333333333333333
134,The first unix operating system was written in which language?,"Unix is a family of multitasking, multiuser computer operating systems whose development started in the 1970s at the Bell Labs research center by Ken Thompson, Dennis Ritchie, and others. The operating system was originally written in assembly language, but in 1973, Version 4 Unix was rewritten in the higher-level language C, contrary to the general notion at the time that an operating system's complexity and sophistication required it to be written in assembly language.","[""- (Unix) Unix is a family of multitasking, multiuser computer operating systems whose development started in the 1970s at the Bell Labs research center by Ken Thompson, Dennis Ritchie, and others. The operating system was originally written in assembly language, but in 1973, Version 4 Unix was rewritten in the higher-level language C, contrary to the general notion at the time that an operating system's complexity and sophistication required it to be written in assembly language.\r\n- (QA_1) The first unix operating system was originally written in which language? Assembly.\r\n- (QA_2) The first unix operating system was rewritten in which language? C.""]",1.0,0.9115850601143731,0.5
135,Where do they make ben and jerry's ice cream?,"Ben & Jerry's is a Vermont, United States-based company that manufactures ice cream, frozen yogurt, and sorbet. The company produces its ice cream in several locations around the world, with its main factory being in Waterbury, Vermont, and a secondary factory in Saint Albans, Vermont. It also has an ice cream factory in Henderson, Nevada. Outside of the United States there is a factory in Hellendoorn, Netherlands, and Be'er Tuvia, Israel where their ice cream is made.","[""- (Ben & Jerry's) Ben & Jerry's is a Vermont, United States-based company that manufactures ice cream, frozen yogurt, and sorbet. The company produces its ice cream in several locations around the world, with its main factory being in Waterbury, Vermont, and a secondary factory in Saint Albans, Vermont. It also has an ice cream factory in Henderson, Nevada. Outside of the United States there is a factory in Hellendoorn, Netherlands, and Be'er Tuvia, Israel where their ice cream is made.\r\n- (QA_1) Where is the main factory where they make Ben and Jerry's ice cream? Waterbury, Vermont.\r\n- (QA_2) Where is the secondary factory in Vermont where they make Ben and Jerry's ice cream? Saint Albans, Saint Albans, Vermont.\r\n- (QA_3) Where is the secondary factory in Nevada where they made Ben and Jerry's ice cream? Henderson, Nevada.""]",1.0,0.8473817036179486,0.4
136,Who is the author of wings of fire?,"Wings of Fire: An Autobiography of APJ Abdul Kalam is an autobiography on the former President of India, and was written by Dr. Abdul Kalam and Arun Tiwari. There is also an unrelated series of fantasy novels written by author Tui T. Sutherland called Wings of Fire, which focuses on young dragons fulfilling prophecies in a fantasy world. Also unrelated is the 1967 American made-for-television action-drama film Wings of Fire (aka The Cloudburst) which was written by Stirling Dale Silliphant, and concerns a female pilot wanting to become an air racer.","['- (Wings of Fire (film)) Wings of Fire: An Autobiography of APJ Abdul Kalam is an autobiography on the former President of India, and was written by Dr. Abdul Kalam and Arun Tiwari. There is also an unrelated series of fantasy novels written by author Tui T. Sutherland called Wings of Fire, which focuses on young dragons fulfilling prophecies in a fantasy world. Also unrelated is the 1967 American made-for-television action-drama film Wings of Fire (aka The Cloudburst) which was written by Stirling Dale Silliphant, and concerns a female pilot wanting to become an air racer.\r\n- (Wings of Fire (novel series)) Wings of Fire: An Autobiography of APJ Abdul Kalam is an autobiography on the former President of India, and was written by Dr. Abdul Kalam and Arun Tiwari. There is also an unrelated series of fantasy novels written by author Tui T. Sutherland called Wings of Fire, which focuses on young dragons fulfilling prophecies in a fantasy world. Also unrelated is the 1967 American made-for-television action-drama film Wings of Fire (aka The Cloudburst) which was written by Stirling Dale Silliphant, and concerns a female pilot wanting to become an air racer.\r\n- (QA_1) Who is the author of the autobiography wings of fire? Arun Tiwari, A. P. J. Abdul Kalam.\r\n- (QA_2) Who is the author of the novel series wings of fire? Tui T. Sutherland.\r\n- (QA_3) Who is the author of the film wings of fire? Stirling Dale Silliphant, Stirling Silliphant.']",1.0,0.5182370976426354,0.08333333333333333
137,Very geologically active region with many earthquakes and volcanoes?,"On Earth, the Cascade volcanoes define the Pacific Northwest section of the Ring of Fire, an array of volcanoes that rim the Pacific Ocean. The Ring of Fire is also known for its frequent earthquakes. The volcanoes and earthquakes arise from a geological process called subduction. On a grander scale, the tidal heating produced by forced orbital eccentricity on Jupiter's innermost moon, Io, has made it the most volcanically active world in the Solar System, with hundreds of volcanic centres and extensive lava flows.","['- (QA_1) Very geologically active region near Jupiter with many earthquakes and volcanoes? Io, Jupiter I.\r\n- (QA_2) Very geologically active region on the Earth with many earthquakes and volcanoes? The Ring of Fire, Rim of Fire, the Rim of Fire, the Circum-Pacific belt, Ring of Fire, Circum-Pacific belt.']",1.0,0.5529986691909258,1.0
138,What are the dads names in mama mia?,"Mamma Mia! is the title of both a jukebox musical and romantic comedy film, both written by British playwright Catherine Johnson. The film has multiple characters playing as a dad. They are Irish-American architect Sam Carmichael, Swedish adventurer and writer Bill Anderson, and British banker Harry Bright. However, the character playing as the adventurer and writer is named Bill Austin in the musical version. ","['- (Mamma Mia! (film)) Mamma Mia! is the title of both a jukebox musical and romantic comedy film, both written by British playwright Catherine Johnson. The film has multiple characters playing as a dad. They are Irish-American architect Sam Carmichael, Swedish adventurer and writer Bill Anderson, and British banker Harry Bright. However, the character playing as the adventurer and writer is named Bill Austin in the musical version.\r\n- (QA_1) What is the Irish-American dads names in mama mia? Sam Carmichael.\r\n- (QA_2) What is the Swedish dads names in the mama mia film? Bill Anderson.\r\n- (QA_3) What is the British dads names in mama mia? Harry Bright.']",1.0,0.8594978126067069,0.18181818181818182
139,Where did the song santa claus is coming to town come from?,"""Santa Claus Is Comin' to Town"" is a Christmas song, written by J. Fred Coots and Haven Gillespie and was first sung on Eddie Cantor's radio show in November 1934. It became an instant hit with orders for 500,000 copies of sheet music and more than 30,000 records sold within 24 hours.","['- (Santa Claus Is Comin\' to Town) ""Santa Claus Is Comin\' to Town"" is a Christmas song, written by J. Fred Coots and Haven Gillespie and was first sung on Eddie Cantor\'s radio show in November 1934. It became an instant hit with orders for 500,000 copies of sheet music and more than 30,000 records sold within 24 hours.\r\n- (QA_1) Which show was the song santa claus is coming to town sung?   Eddie Cantor\'s radio show.\r\n- (QA_2) Who wrote the song santa claus is coming to town?   J. Fred Coots and Haven Gillespie.']",1.0,0.4576541520077721,0.16666666666666666
