id,question,gold_answer,predicted_answer,contexts,num_contexts
asqa_84,Why did the st louis cardinals move to arizona?,"On March 15, 1988, the NFL team owners voted to allow Bidwill to move the Cardinals from St. Louis to Tempe, Arizona for the 1988 NFL season due to the overall mediocrity of the Cardinals, combined with an old stadium, which caused game attendance to dwindle.","The St. Louis Cardinals have spring training in Jupiter, FL at the Roger Dean Stadium.","['The St. Louis Cardinals have spring training in Jupiter, FL at the Roger Dean Stadium.', 'The Washington Nationals are an American professional baseball team based in Washington, D. C. that were originally founded in 1969 as the Montreal Expos. After a failed contraction plan, the Expos were purchased by MLB, which sought to relocate the team to a new city. On September 29, 2004, MLB announced the Expos would move to Washington, D. C. The Nationals were established in 2005 as the first MLB franchise relocation since the third Washington Senators moved to Texas in 1971.', 'In the 2004 World Series, the Boston Red Sox beat the St. Louis Cardinals in four games, pitched by Julián Tavárez, Matt Morris, Jeff Suppan, and Jason Marquis respectively. At the time, the Cardinals were managed by Tony La Russa. The Red Sox and Cardinals faced each other again in the 2013 World Series, which the Red Sox also won, this time four games to two.', ""The Jazz moved to Salt Lake City, Utah in 1979. The NBA franchise began play as an expansion team in 1974 as the New Orleans Jazz in a tribute to New Orleans' history of originating jazz music. Although Salt Lake City is not known for its jazz culture, the team decided to keep the name because there was not enough time before the start of the 1979–80 season to receive league approval for a name change."", ""Ronald Fowler is the vice-chairman of the ownership group of the San Diego Padres. Fowler joined a  group to purchase the Padres that included four heirs to the O’Malley family—who owned the Los Angeles Dodgers franchise for five decades. Kevin and Brian O'Malley are the sons of former Dodgers owner Peter O'Malley and grandsons of Walter O'Malley. Peter and Tom Seidler are the nephews of Peter O’Malley. This group purchased the Padres for 800 million dollars.""]",5
asqa_85,Who played the baby in baby's day out?,"Adam Robert and Jacob Joseph Worton play the baby Bennington Austin ""Bink"" Cotwell IV in Baby's Day Out and Verne Troyer plays Bink's stunt double.","The character was portrayed by infant twins Marco and Stefan Flores in 1989, while child actor Griffin Ledner took over the following year, departing in January 1991. Child actor John Alden played the role of Nick from 1991 to 1994. On June 21, 1994, the producers of the series decided to rapidly age Nick to a teenager returning from boarding school after a long duration, with Joshua Morrow taking over the role. Thad Luckinbill stepped into the role on July 16, 2018, when it was revealed Nicholas had been posing as J. T. Hellstrom.","['The character was portrayed by infant twins Marco and Stefan Flores in 1989, while child actor Griffin Ledner took over the following year, departing in January 1991. Child actor John Alden played the role of Nick from 1991 to 1994. On June 21, 1994, the producers of the series decided to rapidly age Nick to a teenager returning from boarding school after a long duration, with Joshua Morrow taking over the role. Thad Luckinbill stepped into the role on July 16, 2018, when it was revealed Nicholas had been posing as J. T. Hellstrom.', ""Will Horton is the character who is the father of Gabby's baby on Days of Our Lives. He is played by actor Chandler Massey."", ""Several actresses star as a mom in the 2017 film Diary of a Wimpy Kid: The Long Haul. In the film, actress Alicia Silverstone stars as Greg's mom and actress Kimberli Lincoln stars as Brandi's mom."", 'One Day at a Time is an American television sitcom that aired on CBS from 1975 to 1984. It starred Bonnie Franklin as a divorced mother raising two teenage daughters, played by Mackenzie Phillips and Valerie Bertinelli, in Indianapolis. The grandmother role was played by Nanette Fabray. Gloria Calderon Kellett and Mike Royce developed a new version of the series, with a Latino cast, for Netflix, beginning in 2017. The grandmother role in this remake was played by Rita Moreno.', 'One Day at a Time is an American television sitcom that aired on CBS from 1975 to 1984. It starred Bonnie Franklin as a divorced mother raising two teenage daughters, played by Mackenzie Phillips and Valerie Bertinelli, in Indianapolis. The grandmother role was played by Nanette Fabray. Gloria Calderon Kellett and Mike Royce developed a new version of the series, with a Latino cast, for Netflix, beginning in 2017. The grandmother role in this remake was played by Rita Moreno.']",5
asqa_86,Who sang still crazy after all these years?,"The 1975 song Still Crazy After All These Years is the fourth solo studio album by Paul Simon. Since 1975, the title track has been recorded by Rosemary Clooney (on her 1993 album ""Still on the Road""), Ray Charles (on his 1993 album ""My World""), Karen Carpenter (on her self-titled solo album released posthumously in 1996), and Willie Nelson (on the soundtrack of the 2000 motion picture ""Space Cowboys"").","Both, Snoop Dogg and Kris Kristofferson, sang the song Roll Me Up and Smoke Me When I Die with Willie Nelson.","['Both, Snoop Dogg and Kris Kristofferson, sang the song Roll Me Up and Smoke Me When I Die with Willie Nelson.', 'The song Crazy Little Thing Called Love was written by Freddie Mercury and sang by Queen in 1979. Dwight Yoakam released his version of the song in 1999 as a single.', ""There were multiple recordings of Those Lazy-Hazy-Crazy Days of Summer, including the original German version by Willy Hagara and an English recording by Nat King Cole. Those Lazy-Hazy-Crazy Days of Summer was composed by Hans Carste, a German composer and conductor, with German lyrics by Hans Bradtke. It was first recorded in 1962 by Willy Hagara, an Austrian pop singer and actor, who sang the song in German. It was recorded in 1963 by Nat King Cole, an American singer, jazz pianist, and actor, with English lyrics written by Charles Tobias, one of Cole's last major hits."", ""There were multiple recordings of Those Lazy-Hazy-Crazy Days of Summer, including the original German version by Willy Hagara and an English recording by Nat King Cole. Those Lazy-Hazy-Crazy Days of Summer was composed by Hans Carste, a German composer and conductor, with German lyrics by Hans Bradtke. It was first recorded in 1962 by Willy Hagara, an Austrian pop singer and actor, who sang the song in German. It was recorded in 1963 by Nat King Cole, an American singer, jazz pianist, and actor, with English lyrics written by Charles Tobias, one of Cole's last major hits."", 'The song ""Play That Funky Music"" was originally written and produced by Rob Parissi and recorded by his funk band Wild Cherry, in which Parissi performed lead vocals. The song was originally released in 1976 and went on to sell over 2. 5 million records in the United States alone.']",5
asqa_87,Where did they film the movie in the heat of the night?,"The 1967 American mystery drama film called In the Heat of the Night was set in Sparta, Mississippi, however, most of the movie was filmed in Sparta, Illinois. Other parts of the film were filmed in Dyersburg and Union City, Tennessee as well as in Sparta, Chester (Harvey Oberst chase scene), and Freeburg (Compton's diner), Illinois.","There is more than one movie called Some Like It Hot. The 1959 film, Some Like It Hot, is an American romantic comedy starring Marilyn Monroe, Tony Curtis, and Jack Lemmon. Many of the scenes were filmed at Hotel del Coronado in San Diego, California. The 2016 film, Some Like It Hot, is a Chinese romantic comedy that was filmed in China. It won the Outstanding Film Contribution Award at the Hengdian Film and TV Festival of China.","['There is more than one movie called Some Like It Hot. The 1959 film, Some Like It Hot, is an American romantic comedy starring Marilyn Monroe, Tony Curtis, and Jack Lemmon. Many of the scenes were filmed at Hotel del Coronado in San Diego, California. The 2016 film, Some Like It Hot, is a Chinese romantic comedy that was filmed in China. It won the Outstanding Film Contribution Award at the Hengdian Film and TV Festival of China.', 'There is more than one movie called Some Like It Hot. The 1959 film, Some Like It Hot, is an American romantic comedy starring Marilyn Monroe, Tony Curtis, and Jack Lemmon. Many of the scenes were filmed at Hotel del Coronado in San Diego, California. The 2016 film, Some Like It Hot, is a Chinese romantic comedy that was filmed in China. It won the Outstanding Film Contribution Award at the Hengdian Film and TV Festival of China.', 'The 1984 action film Red Dawn was filmed in and around Las Vegas, New Mexico. Many of the buildings and structures which appear in the film are still there today. The 2012 remake of Red Dawn began principal photography in Mount Clemens, Michigan, and used the closed Notre Dame High School in Harper Woods, Michigan as a filming location.', ""Virgil Tibbs, a fictional police detective who later became an attorney, was introduced in John Ball's 1965 novel, In the Heat of the Night. A movie with the same title was adapted from the novel, and then a television series with the same title was adapted from the movie. Sidney Poitier played Tibbs in the Oscar-winning 1967 film In the Heat of the Night and its sequels, They Call Me Mister Tibbs! and The Organization. Actor Howard Rollins played Tibbs in the television series."", 'The 1972 Southern Gothic song ""The Night the Lights Went Out in Georgia"" was written by Bobby Russell and performed by Vicki Lawrence. The 1981 movie loosely inspired by the show was directed by Ronald F. Maxwell and written by Bob Bonney.']",5
asqa_88,Who sings you've got a friend in me in toy story 2?,"The song 'You've Got a Friend in Me'' from Toy Story 2 was sung by a number of actors and characters in the movie. During Woody's Roundup, it was performed by Tom Hanks, with acoustic guitar backing; Wheezy's version (not during Woody's Roundup) was sung by Robert Goulet (though the character was voiced by Joe Ranft); and the Spanish version, ""You've Got a Friend in Me (Para el Buzz Español)"", was performed by the Gipsy Kings.","Ned Thomas Beatty is the voice of Lotso in Toy Story 3, both the film and the video game.","['Ned Thomas Beatty is the voice of Lotso in Toy Story 3, both the film and the video game.', 'Ned Thomas Beatty is the voice of Lotso in Toy Story 3, both the film and the video game.', 'Solid Serenade is a 1946 one-reel animated cartoon and is the 26th Tom and Jerry short, produced in Technicolor and released to theatres on August 31, 1946. In the film, Tom performs Is You Is or Is You Ain\'t My Baby to Toodles, which wakes Jerry, who was sleeping inside his mousehole. The singing voice of Tom is is voiced by Ira ""Buck"" Woods.', 'The Lego Movie is a 2014 computer-animated adventure comedy film based on the Lego line of construction toys. The story focuses on Emme,t an ordinary Lego minifigure voiced by Chris Pratt who helps a resistance movement stop a tyrannical businessman from gluing everything in the Lego world into his vision of perfection. The antagonist in question, Lord Business, is voiced by Will Ferrell.', 'The 1995 American animated film ""Toy Story"" premiered at the El Capitan Theatre in Los Angeles, California on November 19, 1995. The film was widely released in the rest of North America on November 22, 1995. It was the highest-grossing film during its opening weekend, eventually grossing over $373 million worldwide.']",5
asqa_89,When does the champions league group stage start?,"The 2015–16 UEFA Champions League was the 61st season of Europe's premier club football tournament organised by UEFA. Group stage matches began on 15 September 2015 for this season. In the following season 2016-17, group stage matches began 13 September 2016 and on 12 September 2017 for the 2017-2018 champions league group stage.","Usually, the top four teams in the Premier League qualify for the subsequent season's UEFA Champions League group stage, but an exception is made if the defending champion of either the UEFA Champions League or UEFA Europa League also competes in the Premier League. Under those circumstances, a total of five teams from the league take part in the Champions League group stage, that being the limit of teams a single nation may have in a tournament.","[""Usually, the top four teams in the Premier League qualify for the subsequent season's UEFA Champions League group stage, but an exception is made if the defending champion of either the UEFA Champions League or UEFA Europa League also competes in the Premier League. Under those circumstances, a total of five teams from the league take part in the Champions League group stage, that being the limit of teams a single nation may have in a tournament."", ""Usually, the top four teams in the Premier League qualify for the subsequent season's UEFA Champions League group stage, but an exception is made if the defending champion of either the UEFA Champions League or UEFA Europa League also competes in the Premier League. Under those circumstances, a total of five teams from the league take part in the Champions League group stage, that being the limit of teams a single nation may have in a tournament."", ""Usually, the top four teams in the Premier League qualify for the subsequent season's UEFA Champions League group stage, but an exception is made if the defending champion of either the UEFA Champions League or UEFA Europa League also competes in the Premier League. Under those circumstances, a total of five teams from the league take part in the Champions League group stage, that being the limit of teams a single nation may have in a tournament."", 'During the 2009–10 UEFA Champions League season, the final was moved to a Saturday, it was played on May 22, 2010.', 'The UEFA Champions League (abbreviated as UCL) is an annual club football competition organised by the Union of European Football Associations (UEFA) and contested by top-division European clubs, deciding the competition winners through a round robin group stage to qualify for a double-legged knockout format, and a single leg final. It is one of the most prestigious football tournaments in the world and the most prestigious club competition in European football, played by the national league champions (and, for some nations, one or more runners-up) of their national associations. The 2015 UEFA Champions League Final was was played at the Olympiastadion in Berlin, Germany. The 2016 UEFA Champions League Final was played at the San Siro stadium in Milan, Italy. The 2017 UEFA Champions League Final was played in Millennium Stadium, Cardiff, which is the capital of Wales in the United Kingdom.']",5
asqa_90,Where did blair and serena go to school?,"Gossip Girl characters Blair and Serena attend an elite private high school in New York City's Upper East Side called Constance Billard school. After graduating from high school, Blair joins Yale University while Serena goes to off to Columbia University.","Val Kilmer attended high school in Los Angeles, beginning with his freshman year at Christian Science school Berkeley Hall School. Afterwards, he attended charter school Chatsworth High School and the Hollywood Professional School, where many children working in the Los Angeles entertainment business studied. He then became the youngest person at the time to be accepted to Juilliard School's Drama Division.","[""Val Kilmer attended high school in Los Angeles, beginning with his freshman year at Christian Science school Berkeley Hall School. Afterwards, he attended charter school Chatsworth High School and the Hollywood Professional School, where many children working in the Los Angeles entertainment business studied. He then became the youngest person at the time to be accepted to Juilliard School's Drama Division."", 'In the U. S. TV show ""Gossip Girl, the wedding between Blair Waldorf and Prince Louis Grimaldi occurred in episode 13 of season 5, ""G. G. "". It was the series\' 100th episode. It aired on January 30, 2012, and was watched by 1. 39 million people.', 'In the U. S. TV show ""Gossip Girl, the wedding between Blair Waldorf and Prince Louis Grimaldi occurred in episode 13 of season 5, ""G. G. "". It was the series\' 100th episode. It aired on January 30, 2012, and was watched by 1. 39 million people.', 'Lily Aldrin is a fictional character in the CBS television series How I Met Your Mother. Lily is portrayed as an adult by American actress Alyson Hannigan. Lily was portrayed as a 7-year old by actress Francesca Capaldi and as an 11-year old by actress Piper Mackenzie Harris. Lily is a kindergarten teacher and an amateur painter.', 'Lily Aldrin is a fictional character in the CBS television series How I Met Your Mother. Lily is portrayed as an adult by American actress Alyson Hannigan. Lily was portrayed as a 7-year old by actress Francesca Capaldi and as an 11-year old by actress Piper Mackenzie Harris. Lily is a kindergarten teacher and an amateur painter.']",5
asqa_91,When did us currency leave the gold standard?,"On June 5, 1933, the US discontinued the gold standard, but still allowed foreign governments to trade gold for dollars. In 1971, the US unilaterally terminated convertibility of the US dollar to gold foreign central banks thus completely severing any links to the gold standard.","The United States went off the gold standard for the first time on July 31, 1914. When the United States became a belligerent in the war, they were temporarily taken off the gold standard for the second time on April 6, 1917. The third temporary time being taken off the gold standard was in early 1933. Then, the US was taken permanently off the gold standard on August 15, 1971.","['The US went off the gold standard for the first time on July 31, 1914. When the United States became a belligerent in the war, they were temporarily taken off the gold standard for the second time on April 6, 1917. The third temporary time being taken off the gold standard was in early 1933. Then, the US was taken permanently off the gold standard on August 15, 1971.', 'The US went off the gold standard for the first time on July 31, 1914. When the United States became a belligerent in the war, they were temporarily taken off the gold standard for the second time on April 6, 1917. The third temporary time being taken off the gold standard was in early 1933. Then, the US was taken permanently off the gold standard on August 15, 1971.', 'The United States formally adopted the gold standard in 1900. The gold standard was suspended twice during World War I and then during the Great Depression when every major currency abandoned the gold standard. In early 1933, in order to fight severe deflation, Congress and President Roosevelt implemented a series of Acts of Congress and Executive Orders which suspended the gold standard except for foreign exchange, and while the suspension of the gold standard was considered temporary by many in markets and in the government at the time, restoring the standard was considered a low priority to dealing with other issues. The United States finally eliminated all links to gold on August 15, 1971, when President Richard Nixon directed Treasury Secretary Connally to suspend, with certain exceptions, the convertibility of the dollar into gold or other reserve assets, ordering the gold window to be closed such that foreign governments could no longer exchange their dollars for gold.', 'The United States formally adopted the gold standard in 1900. The gold standard was suspended twice during World War I and then during the Great Depression when every major currency abandoned the gold standard. In early 1933, in order to fight severe deflation, Congress and President Roosevelt implemented a series of Acts of Congress and Executive Orders which suspended the gold standard except for foreign exchange, and while the suspension of the gold standard was considered temporary by many in markets and in the government at the time, restoring the standard was considered a low priority to dealing with other issues. The United States finally eliminated all links to gold on August 15, 1971, when President Richard Nixon directed Treasury Secretary Connally to suspend, with certain exceptions, the convertibility of the dollar into gold or other reserve assets, ordering the gold window to be closed such that foreign governments could no longer exchange their dollars for gold.', 'Mint records indicate the first gold dollars were produced on May 7, 1849. However, James B. Longacre, who was the Chief Engraver, kept diary notes that stated that the first gold dollars were struck on May 8, 1849. A few coins in proof condition were struck on the first day, along with about 1,000 for circulation.']",5
asqa_92,As blues moved into chicago's south side what style of blues developed?,"As blues moved into Chicago's south side, an electric blues style of urban blues known as Chicago blues was developed. The promotion of record companies such as Paramount Records, RCA Victor, and Columbia Records drove blues to the international stage and influenced young British musicians, resulting in the British blues movement. ","The blue jay occurs from southern Canada, including the southern areas of provinces from Alberta eastward to Quebec and throughout the Atlantic provinces, and throughout the eastern and central United States south to Florida and northeastern Texas. This is where you are most likely to see a blue jay.","['The blue jay occurs from southern Canada, including the southern areas of provinces from Alberta eastward to Quebec and throughout the Atlantic provinces, and throughout the eastern and central United States south to Florida and northeastern Texas. This is where you are most likely to see a blue jay.', 'Organized primary option markets originated in London while organized secondary option markets originated in Chicago. The Chicago Board of Trade established the Chicago Board Options Exchange in 1973. This was the first exchange to list standardized, exchange-traded stock options, and it began its first day of trading on April 26, 1973, in celebration of the 125th birthday of the Chicago Board of Trade.', 'Organized primary option markets originated in London while organized secondary option markets originated in Chicago. The Chicago Board of Trade established the Chicago Board Options Exchange in 1973. This was the first exchange to list standardized, exchange-traded stock options, and it began its first day of trading on April 26, 1973, in celebration of the 125th birthday of the Chicago Board of Trade.', 'John Allyn owned the Chicago White Sox from 1969 to 1975, Bill Veeck took ownership from 1975 to 1981, and Jerry Reinsdorf and Eddie Einhorn have owned the White Sox since 1981.', 'The water supply for the City of Chicago comes from Lake Michigan. Water is collected from the lake and stored in offshore water crib structures, before being transported through tunnels located beneath the lake that lead from the water cribs to pumping stations located onshore. The water then travels to water purification plants where it is treated before being pumped to all parts of the city as well as 118 suburbs.']",5
asqa_93,The movement of food in food pipe is called?,Swallowing is the mechanical action that moves food into the esophagus. The autonomic function that moves food from the esophagus to the stomach is known as peristalsis. ,"In much of a digestive tract such as the human gastrointestinal tract, smooth muscle tissue contracts in sequence to produce a peristaltic wave, which propels a ball of food, called a bolus while in the esophagus and upper gastrointestinal tract and chyme in the stomach, along the tract. Peristaltic movement comprises relaxation of circular smooth muscles, then their contraction behind the chewed material to keep it from moving backward, then longitudinal contraction to push it forward.","['In much of a digestive tract such as the human gastrointestinal tract, smooth muscle tissue contracts in sequence to produce a peristaltic wave, which propels a ball of food, called a bolus while in the esophagus and upper gastrointestinal tract and chyme in the stomach, along the tract. Peristaltic movement comprises relaxation of circular smooth muscles, then their contraction behind the chewed material to keep it from moving backward, then longitudinal contraction to push it forward.', 'In digestion, a bolus is a ball-like mixture of food and saliva that forms in the mouth during the process of chewing. Once the bolus reaches the palatoglossal arch of the oropharynx the pharyngeal phase, which is reflex and involuntary movement, begins. The involuntary movement of Esophageal peristalsis moves the bolus along the esophagus into the stomach.', 'In digestion, a bolus is a ball-like mixture of food and saliva that forms in the mouth during the process of chewing. Once the bolus reaches the palatoglossal arch of the oropharynx the pharyngeal phase, which is reflex and involuntary movement, begins. The involuntary movement of Esophageal peristalsis moves the bolus along the esophagus into the stomach.', 'Decomposition of plant matter occurs in many stages, beginning with leaching by water, the most easily lost and soluble carbon compounds are liberated in this process. Another early process is physical breakup or fragmentation of the plant material into smaller bits which have greater surface area for microbial colonization and attack. Browning is the process of food turning brown due to the chemical reactions that take place within. The process of browning is one of the chemical reactions that take place in food chemistry and represents an interesting research topic regarding health, nutrition, and food technology.', 'Decomposition of plant matter occurs in many stages, beginning with leaching by water, the most easily lost and soluble carbon compounds are liberated in this process. Another early process is physical breakup or fragmentation of the plant material into smaller bits which have greater surface area for microbial colonization and attack. Browning is the process of food turning brown due to the chemical reactions that take place within. The process of browning is one of the chemical reactions that take place in food chemistry and represents an interesting research topic regarding health, nutrition, and food technology.']",5
asqa_94,Who developed a useful staining method to identify bacteria?,"In 1884, Danish bacteriologist Hans Christian Gram developed a useful staining method to identify bacteria in two large groups (a technique known as Gram staining). Another kind of staining known as Ziehl–Neelsen staining is a type of Acid-fast stain was first introduced by German physician and scientist Paul Ehrlich but named after the two German doctors who modified the stain: the bacteriologist Franz Ziehl (1859–1926) and the pathologist Friedrich Neelsen (1854–1898).","Plasma was first identified in laboratory by Sir William Crookes who presented a lecture on what he called ""radiant matter"" to the British Association for the Advancement of Science, in Sheffield, on Friday, 22 August 1879. However, systematical studies of plasma began with the research of Irving Langmuir and his colleagues in 1920's. Langmuir also introduced the term ""plasma"" as a description of ionized gas in 1928. Lewi Tonks and Harold Mott-Smith, both of whom worked with Langmuir in the","['The individuals who introduced many names of genera that were later adopted in the first widely used system for naming plants an animals were Caspar Bauhin, who is known for pruning the Latin descriptions, and Gaspard Bauhin, who is known for his book Pinax theatri botanici that featured many names of genera that were later adopted by Carl Linnaeus. Carl Linnaeus is credited with the formal introduction of the first widely used system for naming plants and animals, as he was a Swedish botanist, zoologist, taxonomist, and physician who formalized binomial nomenclature, which is the modern system of naming organisms. He is known as the ""father of modern taxonomy"".', 'The individuals who introduced many names of genera that were later adopted in the first widely used system for naming plants an animals were Caspar Bauhin, who is known for pruning the Latin descriptions, and Gaspard Bauhin, who is known for his book Pinax theatri botanici that featured many names of genera that were later adopted by Carl Linnaeus. Carl Linnaeus is credited with the formal introduction of the first widely used system for naming plants and animals, as he was a Swedish botanist, zoologist, taxonomist, and physician who formalized binomial nomenclature, which is the modern system of naming organisms. He is known as the ""father of modern taxonomy"".', 'Plasma was first identified in laboratory by Sir William Crookes who presented a lecture on what he called ""radiant matter"" to the British Association for the Advancement of Science, in Sheffield, on Friday, 22 August 1879. However, systematical studies of plasma began with the research of Irving Langmuir and his colleagues in 1920\'s. Langmuir also introduced the term ""plasma"" as a description of ionized gas in 1928. Lewi Tonks and Harold Mott-Smith, both of whom worked with Langmuir in the 1920\'s, recall that Langmuir first used the term by analogy with the blood plasma, in particular, that the transport of electrons from thermionic filaments reminded Langmuir of ""the way blood plasma carries red and white corpuscles and germs. "".', 'The Bristol Stool Chart came from doctors, an institution, and a journal. It was developed by Doctors Stephen Lewis and Ken Heaton at the institution called Bristol Royal Infirmary, a teaching hospital in Bristol, England. They suggested it as a clinical assessment tool in 1997 in the Scandinavian Journal of Gastroenterology, a medical journal covering the field of gastroenterology.', 'French botanist Joseph Pitton de Tournefort is considered the founder of the modern concept of genera, though Carl Linnaeus popularized it in his 1753 species plantarum.']",5
asqa_95,What is the solid part of earth called?,"With a radius of ≈1,220 km, the inner core is the solid inner part of the earth. The outer part of earth can be divided into the oceanic and continental lithospheres. This area includes the crust and the uppermost mantle, which constitutes the hard and rigid outer layer of the Earth. The Earth's mantle extends to a depth of 2,890 km, making it the thickest layer of Earth. ","Continental crust is the layer of igneous, sedimentary, and metamorphic rocks that forms the geological continents and the areas of shallow seabed close to their shores, known as continental shelves. Because the surface of continental crust mainly lies above sea level, its existence allowed land life to evolve from marine life. The pedosphere is formed on top of the continental crust and chemically reacts through the soil forming process.","['Continental crust is the layer of igneous, sedimentary, and metamorphic rocks that forms the geological continents and the areas of shallow seabed close to their shores, known as continental shelves. Because the surface of continental crust mainly lies above sea level, its existence allowed land life to evolve from marine life. The pedosphere is formed on top of the continental crust and chemically reacts through the soil forming process.', 'Continental crust is the layer of igneous, sedimentary, and metamorphic rocks that forms the geological continents and the areas of shallow seabed close to their shores, known as continental shelves. Because the surface of continental crust mainly lies above sea level, its existence allowed land life to evolve from marine life. The pedosphere is formed on top of the continental crust and chemically reacts through the soil forming process.', 'Continental crust is the layer of igneous, sedimentary, and metamorphic rocks that forms the geological continents and the areas of shallow seabed close to their shores, known as continental shelves. Because the surface of continental crust mainly lies above sea level, its existence allowed land life to evolve from marine life. The pedosphere is formed on top of the continental crust and chemically reacts through the soil forming process.', ""A crack in the Earth's crust with no movement is the geological feature called a fracture, whereas one with movement is the geological feature called a fault. A fracture is any separation in a geologic formation, such as a joint or a fault that divides the rock into two or more pieces. A fault is a planar fracture or discontinuity in rock across which there has been significant displacement."", ""The equatorial diameter of the Earth is 12,756. 3 kilometers, while the polar diameter of the Earth is 12,714 kilometers. The shape of the Earth is almost a perfect sphere; however, there is a small flattening at the poles and bulging around the equator due to the Earth's rotation. Therefore, a better approximation of Earth's shape is an oblate spheroid, where the equatorial diameter is 43 kilometers larger than the pole-to-pole diameter.""]",5
asqa_96,When did the lion king debut on broadway?,"The Lion King musical debuted on July 8, 1997 in Minneapolis, Minnesota at the Orpheum Theatre and was successful before premiering on Broadway at the New Amsterdam Theatre on October 15, 1997 in previews, with the official opening on November 13, 1997. ","The musical The Lion King opened on Broadway in New York City twice, the first when it premiered at the New Amsterdam Theatre in previews on October 15, 1997, and the second when it officially opened on November 13, 1997. On June 13, 2006, the Broadway production moved to the Minskoff Theatre, another Broadway theater, where it is still running after more than 9,000 performances. Prior to moving to Broadway, the musical debuted off-Broadway on July 8, 1997, at the Orpheum Theatre in Minneapolis, Minnesota.","['The musical The Lion King opened on Broadway in New York City twice, the first when it premiered at the New Amsterdam Theatre in previews on October 15, 1997, and the second when it officially opened on November 13, 1997. On June 13, 2006, the Broadway production moved to the Minskoff Theatre, another Broadway theater, where it is still running after more than 9,000 performances. Prior to moving to Broadway, the musical debuted off-Broadway on July 8, 1997, at the Orpheum Theatre in Minneapolis, Minnesota.', ""The Lion King is a 1994 American animated musical drama film produced by Walt Disney Feature Animation and released by Walt Disney Pictures. Walt Disney Theatrical produced a musical stage adaptation of the same name, which premiered in Minneapolis, Minnesota in July 1997, and later opened on Broadway in October 1997 at the New Amsterdam Theatre. The show moved to the Minskoff Theatre on June 13, 2006, and is still running to this day in New York. The show's financial success led to adaptations all over the world, including one at the West End's Lyceum Theatre."", 'In the 1994 Lion King American animated film produced by Walt Disney Feature Animation and released by Walt Disney Pictures Jeremy Irons lent his distinctive voice to the character of Scar. In the musical version of The Lion King which debuted on July 8, 1997 in Minneapolis, Minnesota at the Orpheum Theatre and later premiered on Broadway at the New Amsterdam Theatre on October 15, 1997, John Vickery played Scar. James Jonah Cummings played the voice of Scar in a brief nightmare sequence in The Lion King II: Simba\'s Pride in 1998 and he also took over for Jeremy Irons, in the 1994 Lion King film, when he developed vocal problems during recording of the song ""Be Prepared. "" In the 2019 American musical computer-animated drama film directed and produced by Jon Favreau, and Walt Disney Pictures, Chiwetel Ejiofor plays the voice of Scar.', 'The 1994 Lion King film had music written by Elton John and Tim Rice and Hans Zimmer. In the 2019 Lion King film the music was written by Elton John and Tim Rice, Hans Zimmer, Lebohang ""Lebo M"" Morake and Beyonce.', 'The 1994 Lion King film had music written by Elton John and Tim Rice and Hans Zimmer. In the 2019 Lion King film the music was written by Elton John and Tim Rice, Hans Zimmer, Lebohang ""Lebo M"" Morake and Beyonce.']",5
asqa_97,Where did italy win the world cup in 2006?,"The 2006 FIFA World Cup Final was played on 9 July 2006 between France and Italy at the Olympiastadion in Berlin, Germany. ","The World Cup is an international association football competition contested by the men's national teams of the members of Fédération Internationale de Football Association (FIFA), the sport's global governing body. The last time Italy won the World Cup in soccer was 2006.","[""The World Cup is an international association football competition contested by the men's national teams of the members of Fédération Internationale de Football Association (FIFA), the sport's global governing body. The last time Italy won the World Cup in soccer was 2006."", ""The World Cup is an international association football competition contested by the men's national teams of the members of Fédération Internationale de Football Association (FIFA), the sport's global governing body. The last time Italy won the World Cup in soccer was 2006."", ""The FIFA World Cup, often simply called the World Cup, is an international association football competition contested by the senior men's national teams of the members of the Fédération Internationale de Football Association. The last time Italy qualified for the Men's World Cup was in 2014. Italy have participated three times at the FIFA Women's World Cup: in the inaugural edition of 1991, in 1999 and in 2019. In 2019, after two wins and a defeat, Italy topped their group and progressed to the round of 16, where they beat China 2–0, but their World Cup journey came to an end as they were defeated 2–0 by the Netherlands in the quarter-finals."", 'Croatia national football team have appeared in the FIFA World Cup on five occasions (in 1998, 2002, 2006, 2014 and 2018) since gaining independence in 1991. Their best result thus far was reaching the 2018 final, where they lost 4–2 to France and were Runners-up in the World Cup.', ""Throughout the years, France has lost various World Cup finals in different disciplines. One of those times was in the 2006 FIFA World Cup, where the country's national soccer team finished as runners-up, losing on penalties to Italy after the two teams tied the game 1–1 after 120 minutes. The nation has also lost three different rugby World Cup finals in 1987, 1999, and 2011.""]",5
